epoch,lr-AdamW,step,train_acc,train_loss,val_acc,val_loss
,0.001,0,,,,
0,,98,,,0.8986904621124268,0.36212173104286194
0,,98,0.8192460536956787,0.7881202101707458,,
,0.001,99,,,,
1,,197,,,0.9159523844718933,0.2926277816295624
1,,197,0.9089285731315613,0.3177662789821625,,
,0.001,198,,,,
2,,296,,,0.9270238280296326,0.2543860077857971
2,,296,0.9280952215194702,0.25885477662086487,,
,0.001,297,,,,
3,,395,,,0.9315476417541504,0.2349112629890442
3,,395,0.938015878200531,0.22027239203453064,,
,0.001,396,,,,
4,,494,,,0.941428542137146,0.2059861272573471
4,,494,0.9462301731109619,0.1912836730480194,,
,0.001,495,,,,
5,,593,,,0.9470238089561462,0.18794026970863342
5,,593,0.9525396823883057,0.1654757708311081,,
,0.001,594,,,,
6,,692,,,0.9507142901420593,0.17381279170513153
6,,692,0.95932537317276,0.14631986618041992,,
,0.001,693,,,,
7,,791,,,0.9522619247436523,0.16779865324497223
7,,791,0.9630555510520935,0.13034555315971375,,
,0.001,792,,,,
8,,890,,,0.9538094997406006,0.15772613883018494
8,,890,0.9669444561004639,0.11564172804355621,,
,0.001,891,,,,
9,,989,,,0.9573809504508972,0.1484862118959427
9,,989,0.9708729982376099,0.10524647682905197,,
,0.001,990,,,,
10,,1088,,,0.9598809480667114,0.14007066190242767
10,,1088,0.9737698435783386,0.09423575550317764,,
,0.001,1089,,,,
11,,1187,,,0.9592857360839844,0.13765104115009308
11,,1187,0.9770634770393372,0.08552869409322739,,
,0.001,1188,,,,
12,,1286,,,0.9601190686225891,0.13595756888389587
12,,1286,0.9794444441795349,0.0767412930727005,,
,0.001,1287,,,,
13,,1385,,,0.9602380990982056,0.133898064494133
13,,1385,0.9823015928268433,0.07032514363527298,,
,0.001,1386,,,,
14,,1484,,,0.9626190662384033,0.12639443576335907
14,,1484,0.9832539558410645,0.06368472427129745,,
,0.001,1485,,,,
15,,1583,,,0.9645237922668457,0.12411122769117355
15,,1583,0.9862698316574097,0.05763549730181694,,
,0.001,1584,,,,
16,,1682,,,0.9633333086967468,0.12235954403877258
16,,1682,0.9865872859954834,0.05356829985976219,,
,0.001,1683,,,,
17,,1781,,,0.9646428823471069,0.11973156780004501
17,,1781,0.9883333444595337,0.047537002712488174,,
,0.001,1782,,,,
18,,1880,,,0.9653571248054504,0.11785855889320374
18,,1880,0.9897222518920898,0.04381037503480911,,
,0.001,1881,,,,
19,,1979,,,0.9638095498085022,0.12003383785486221
19,,1979,0.9914682507514954,0.0397648811340332,,
,0.001,1980,,,,
20,,2078,,,0.9641666412353516,0.12173933535814285
20,,2078,0.9916269779205322,0.036227572709321976,,
,0.001,2079,,,,
21,,2177,,,0.9654762148857117,0.11529359221458435
21,,2177,0.9932143092155457,0.033088695257902145,,
,0.001,2178,,,,
22,,2276,,,0.9664285778999329,0.11630270630121231
22,,2276,0.9943650960922241,0.029898473992943764,,
,0.001,2277,,,,
23,,2375,,,0.9641666412353516,0.11896421760320663
23,,2375,0.9951587319374084,0.027125384658575058,,
,0.001,2376,,,,
24,,2474,,,0.9655952453613281,0.11698492616415024
24,,2474,0.9954364895820618,0.025241794064641,,
,0.001,2475,,,,
25,,2573,,,0.9654762148857117,0.11685250699520111
25,,2573,0.9964285492897034,0.02229456976056099,,
,0.001,2574,,,,
26,,2672,,,0.965238094329834,0.11846550554037094
26,,2672,0.9975793361663818,0.020537078380584717,,
