epoch,lr-Adam,step,train_acc,train_loss,val_acc,val_loss
,0.0005098266493777777,0,,,,
0,,196,,,0.9584524035453796,0.6351357698440552
0,,196,0.8999603390693665,0.8262962698936462,,
,0.0005098266493777777,197,,,,
1,,393,,,0.9665476083755493,0.6059515476226807
1,,393,0.9615476131439209,0.6371635794639587,,
,0.0005098266493777777,394,,,,
2,,590,,,0.9691666960716248,0.5986102819442749
2,,590,0.9736111164093018,0.6034501194953918,,
,0.0005098266493777777,591,,,,
3,,787,,,0.9710714221000671,0.5893476605415344
3,,787,0.9801190495491028,0.5854617357254028,,
,0.0005098266493777777,788,,,,
4,,984,,,0.975595235824585,0.5807644128799438
4,,984,0.9852380752563477,0.5713754296302795,,
,0.0005098266493777777,985,,,,
5,,1181,,,0.9765475988388062,0.5763759016990662
5,,1181,0.9893651008605957,0.5629965662956238,,
,0.0005098266493777777,1182,,,,
6,,1378,,,0.9750000238418579,0.579549252986908
6,,1378,0.9916666746139526,0.5555604696273804,,
,0.0005098266493777777,1379,,,,
7,,1575,,,0.9754762053489685,0.5754077434539795
7,,1575,0.9923809766769409,0.5520396828651428,,
,0.0005098266493777777,1576,,,,
8,,1772,,,0.9767857193946838,0.5742734670639038
8,,1772,0.9950000047683716,0.5455843806266785,,
,0.0005098266493777777,1773,,,,
9,,1969,,,0.9767857193946838,0.5721927881240845
9,,1969,0.994523823261261,0.5443130731582642,,
,0.0005098266493777777,1970,,,,
10,,2166,,,0.975595235824585,0.5719709396362305
10,,2166,0.9952777624130249,0.5412444472312927,,
,0.0005098266493777777,2167,,,,
11,,2363,,,0.9767857193946838,0.571159303188324
11,,2363,0.9962301850318909,0.5394752621650696,,
,0.0005098266493777777,2364,,,,
12,,2560,,,0.9795238375663757,0.566182017326355
12,,2560,0.99615079164505,0.5371789932250977,,
,0.0005098266493777777,2561,,,,
13,,2757,,,0.9772619009017944,0.5669742822647095
13,,2757,0.9973015785217285,0.5345016717910767,,
,0.0005098266493777777,2758,,,,
14,,2954,,,0.9780952334403992,0.5662993788719177
14,,2954,0.9979761838912964,0.532515823841095,,
,0.0005098266493777777,2955,,,,
15,,3151,,,0.9775000214576721,0.5659491419792175
15,,3151,0.9975396990776062,0.5314969420433044,,
,0.0005098266493777777,3152,,,,
16,,3348,,,0.977142870426178,0.5670660734176636
16,,3348,0.9982936382293701,0.5290154814720154,,
,0.0005098266493777777,3349,,,,
17,,3545,,,0.9776190519332886,0.5643783807754517
17,,3545,0.9982143044471741,0.5288997292518616,,
,0.0005098266493777777,3546,,,,
18,,3742,,,0.9770237803459167,0.5650436282157898
18,,3742,0.9982539415359497,0.5283070802688599,,
,0.0005098266493777777,3743,,,,
19,,3939,,,0.9797618985176086,0.5625578761100769
19,,3939,0.9988492131233215,0.5253737568855286,,
,0.0005098266493777777,3940,,,,
20,,4136,,,0.9783333539962769,0.5618267059326172
20,,4136,0.9992063641548157,0.5246723294258118,,
,0.0005098266493777777,4137,,,,
21,,4333,,,0.9783333539962769,0.5639354586601257
21,,4333,0.9989285469055176,0.5247806906700134,,
,0.0005098266493777777,4334,,,,
22,,4530,,,0.9780952334403992,0.5619197487831116
22,,4530,0.9987698197364807,0.5247734785079956,,
,0.0005098266493777777,4531,,,,
23,,4727,,,0.977142870426178,0.5651400089263916
23,,4727,0.9992063641548157,0.5234916806221008,,
