epoch,lr-SGD,step,train_acc,train_loss,val_acc,val_loss
19,,7879,0.9993253946304321,0.5211232900619507,,
,0.04486099966515511,7880,,,,
20,,8273,,,0.9817857146263123,0.5534437894821167
20,,8273,0.9995635151863098,0.5207155346870422,,
,0.04486099966515511,8274,,,,
21,,8667,,,0.9819047451019287,0.5548574328422546
21,,8667,0.999484121799469,0.5199110507965088,,
,0.04486099966515511,8668,,,,
22,,9061,,,0.9815475940704346,0.5547516345977783
22,,9061,0.9995238184928894,0.5202343463897705,,
,0.04486099966515511,9062,,,,
23,,9455,,,0.9825000166893005,0.5526872873306274
23,,9455,0.9995635151863098,0.5189826488494873,,
,0.04486099966515511,9456,,,,
24,,9849,,,0.9816666841506958,0.5520524382591248
24,,9849,0.9994444251060486,0.5189309120178223,,
,0.04486099966515511,9850,,,,
25,,10243,,,0.9821428656578064,0.5519984364509583
25,,10243,0.9995635151863098,0.5180197358131409,,
,0.04486099966515511,10244,,,,
26,,10637,,,0.983214259147644,0.5514894127845764
26,,10637,0.9995238184928894,0.5182923078536987,,
,0.04486099966515511,10638,,,,
27,,11031,,,0.9815475940704346,0.5529894232749939
27,,11031,0.9996825456619263,0.5179522633552551,,
,0.04486099966515511,11032,,,,
28,,11425,,,0.9825000166893005,0.5511709451675415
28,,11425,0.9996031522750854,0.5168157815933228,,
,0.04486099966515511,11426,,,,
29,,11819,,,0.9816666841506958,0.5517771244049072
29,,11819,0.9996825456619263,0.5165461301803589,,
,0.04486099966515511,11820,,,,
30,,12213,,,0.981071412563324,0.5531793832778931
30,,12213,0.9997222423553467,0.516391396522522,,
,0.04486099966515511,12214,,,,
31,,12607,,,0.9814285635948181,0.5509421229362488
31,,12607,0.9997618794441223,0.5157960057258606,,
,0.04486099966515511,12608,,,,
32,,13001,,,0.9820238351821899,0.5508419275283813
32,,13001,0.9997618794441223,0.5157121419906616,,
,0.04486099966515511,13002,,,,
33,,13395,,,0.9822618961334229,0.5505039095878601
33,,13395,0.9998809695243835,0.5153945684432983,,
,0.04486099966515511,13396,,,,
34,,13789,,,0.9828571677207947,0.5498006343841553
34,,13789,0.9997618794441223,0.5149920582771301,,
,0.04486099966515511,13790,,,,
35,,14183,,,0.982619047164917,0.5505569577217102
35,,14183,0.9999206066131592,0.514841616153717,,
,0.04486099966515511,14184,,,,
36,,14577,,,0.9820238351821899,0.5516355633735657
36,,14577,0.9996825456619263,0.5149527788162231,,
,0.04486099966515511,14578,,,,
37,,14971,,,0.9817857146263123,0.5496669411659241
37,,14971,0.9999603033065796,0.5141552090644836,,
,0.04486099966515511,14972,,,,
38,,15365,,,0.9822618961334229,0.5496377944946289
38,,15365,0.9998412728309631,0.5144049525260925,,
,0.04486099966515511,15366,,,,
39,,15759,,,0.9821428656578064,0.550125777721405
39,,15759,0.9996825456619263,0.5146377682685852,,
,0.04486099966515511,15760,,,,
40,,16153,,,0.9817857146263123,0.5502511858940125
40,,16153,0.9998809695243835,0.5140818953514099,,
,0.04486099966515511,16154,,,,
41,,16547,,,0.9820238351821899,0.5499839186668396
41,,16547,0.9999206066131592,0.5132734775543213,,
,0.04486099966515511,16548,,,,
42,,16941,,,0.9820238351821899,0.5507975220680237
42,,16941,0.9998412728309631,0.513388454914093,,
,0.04486099966515511,16942,,,,
43,,17335,,,0.9820238351821899,0.5497535467147827
43,,17335,0.9998809695243835,0.5134426951408386,,
,0.04486099966515511,17336,,,,
44,,17729,,,0.982619047164917,0.5489534735679626
44,,17729,0.9999206066131592,0.5130026936531067,,
,0.04486099966515511,17730,,,,
45,,18123,,,0.9823809266090393,0.5492867827415466
45,,18123,0.9999603033065796,0.5126004219055176,,
,0.04486099966515511,18124,,,,
46,,18517,,,0.9825000166893005,0.5493146181106567
46,,18517,0.9999603033065796,0.5128055214881897,,
,0.04486099966515511,18518,,,,
47,,18911,,,0.9829761981964111,0.5493301153182983
47,,18911,1.0,0.5123065710067749,,
,0.04486099966515511,18912,,,,
48,,19305,,,0.9825000166893005,0.5495288968086243
48,,19305,0.9999603033065796,0.5125266909599304,,
,0.04486099966515511,19306,,,,
49,,19699,,,0.9829761981964111,0.5488279461860657
49,,19699,0.9999603033065796,0.512491762638092,,
